cowid,parity,calving_date,enrolled,GovID,calendardate,animalid,lyingtime,standingtime,rumination,notruminating,inactivity,activity,highactivity,lie_stand,ruminate_nonruminat,active_nonactive,expday
654,5,30/06/2022,1,DE001265359399,01/06/2022,DE001265359399,8.9333333333,15.066666667,9.45,14.55,5.9,12.766666667,5.3333333333,24,24,18.666666667,-29
758,4,27/06/2022,1,UK344097405669,29/05/2022,UK344097405669,12.666666667,11.333333333,10.266666667,13.733333333,4.9666666667,14.366666667,4.6666666667,24,24,19.333333333,-29
822,2,01/07/2022,1,UK344097707695,02/06/2022,UK344097707695,7.9333333333,16.066666667,10.583333333,13.416666667,3.65,12.466666667,7.8833333333,24,24,16.116666667,-29
882,1,28/06/2022,1,UK344097508218,30/05/2022,UK344097508218,6.4,17.6,10.816666667,13.183333333,3.1833333333,12.683333333,8.1333333333,24,24,15.866666667,-29
898,2,06/07/2022,1,UK344097707646,07/06/2022,UK344097707646,11.8,12.2,10.133333333,13.866666667,5.7666666667,14.35,3.8833333333,24,24,20.116666667,-29
1622,3,08/07/2022,1,UK344097106877,09/06/2022,UK344097106877,14.083333333,9.9166666667,10.833333333,13.166666667,5.1166666667,15.05,3.8333333333,24,24,20.166666667,-29
8262,4,03/07/2022,1,DE001267448262,04/06/2022,DE001267448262,11.666666667,12.333333333,10.383333333,13.616666667,5.0166666667,17.2,1.7833333333,24,24,22.216666667,-29
8524,1,08/07/2022,1,UK344097308524,09/06/2022,UK344097308524,13.866666667,10.133333333,10.516666667,13.483333333,5.75,16.983333333,1.2666666667,24,24,22.733333333,-29
11,4,04/07/2022,1,UK344097506083,06/06/2022,UK344097506083,10.7,13.3,8.55,15.45,5.4666666667,11.083333333,7.45,24,24,16.55,-28
40,2,04/07/2022,1,UK344097407685,06/06/2022,UK344097407685,12.683333333,11.316666667,7.8833333333,16.116666667,6.45,12.916666667,4.6166666667,24,24,19.366666667,-28
81,4,24/06/2022,1,UK344097205940,27/05/2022,UK344097205940,13.916666667,10.083333333,10.65,13.35,5.3666666667,14,4.65,24,24,19.366666667,-28
88,1,15/06/2022,1,UK344097608471,18/05/2022,UK344097608471,16.166666667,6.8333333333,10.066666667,12.933333333,6.65,14.883333333,1.4666666667,23,23,21.533333333,-28
92,3,06/07/2022,1,UK344097607092,08/06/2022,UK344097607092,11.983333333,12.016666667,12.133333333,11.866666667,4.8,14.5,4.7,24,24,19.3,-28
129,1,23/06/2022,1,UK344097108354,26/05/2022,UK344097108354,10.633333333,13.366666667,10.433333333,13.566666667,4.6,12.183333333,7.2166666667,24,24,16.783333333,-28
136,1,19/06/2022,1,UK344097708248,22/05/2022,UK344097708248,12.15,11.85,10.266666667,13.733333333,5.15,15.033333333,3.8166666667,24,24,20.183333333,-28
153,2,03/07/2022,1,UK344097307803,05/06/2022,UK344097307803,12.45,11.55,10.033333333,13.966666667,5.3,14.316666667,4.3833333333,24,24,19.616666667,-28
154,6,20/06/2022,1,UK344097604558,23/05/2022,UK344097604558,12.2,11.8,7.3666666667,16.633333333,4.7333333333,14.25,5.0166666667,24,24,18.983333333,-28
182,1,22/06/2022,1,UK344097308538,25/05/2022,UK344097308538,9.8666666667,14.133333333,9.9166666667,14.083333333,4.8166666667,14.116666667,5.0666666667,24,24,18.933333333,-28
201,1,20/06/2022,1,UK344097408511,23/05/2022,UK344097408511,6.8833333333,17.116666667,11.05,12.95,3.3833333333,13.4,7.2166666667,24,24,16.783333333,-28
202,4,16/06/2022,1,UK344097505775,19/05/2022,UK344097505775,14.833333333,9.1666666667,9.3166666667,14.683333333,7.3333333333,16.416666667,0.25,24,24,23.75,-28
295,5,24/06/2022,1,UK344097105169,27/05/2022,UK344097105169,9.8833333333,14.116666667,10.716666667,13.283333333,5,14.766666667,4.2333333333,24,24,19.766666667,-28
333,2,27/06/2022,1,UK344097307558,30/05/2022,UK344097307558,12.05,11.95,10.4,13.6,6.3166666667,15.65,2.0333333333,24,24,21.966666667,-28
423,3,24/06/2022,1,UK344097706666,27/05/2022,UK344097706666,9.15,14.85,11.1,12.9,4.7,13.95,5.35,24,24,18.65,-28
440,1,01/07/2022,1,UK344097508484,03/06/2022,UK344097508484,10.5,13.5,11.216666667,12.783333333,3.8166666667,15.683333333,4.5,24,24,19.5,-28
459,3,15/06/2022,1,UK344097706918,18/05/2022,UK344097706918,10.116666667,12.883333333,10.7,12.3,4.25,15.416666667,3.3333333333,23,23,19.666666667,-28
542,8,24/06/2022,1,UK344097403338,27/05/2022,UK344097403338,7.5833333333,16.416666667,10.366666667,13.633333333,5.5166666667,13.35,5.1333333333,24,24,18.866666667,-28
561,1,30/06/2022,1,UK344097108340,02/06/2022,UK344097108340,6.2166666667,17.783333333,9.5166666667,14.483333333,3.4,16.483333333,4.1,24,24,19.883333333,-28
590,2,16/06/2022,1,UK344097707296,19/05/2022,UK344097707296,12.816666667,11.183333333,9.0166666667,14.983333333,5.45,15.016666667,3.5333333333,24,24,20.466666667,-28
593,3,23/06/2022,1,UK344097406985,26/05/2022,UK344097406985,9.2333333333,14.766666667,9.8666666667,14.133333333,4.45,15.283333333,4.2666666667,24,24,19.733333333,-28
654,5,30/06/2022,1,DE001265359399,02/06/2022,DE001265359399,10.7,13.3,8.9666666667,15.033333333,5.8833333333,15.233333333,2.8833333333,24,24,21.116666667,-28
758,4,27/06/2022,1,UK344097405669,30/05/2022,UK344097405669,10.483333333,13.516666667,10.316666667,13.683333333,4.4666666667,15.8,3.7333333333,24,24,20.266666667,-28
822,2,01/07/2022,1,UK344097707695,03/06/2022,UK344097707695,9.65,14.35,11.4,12.6,3.1333333333,12.266666667,8.6166666667,24,24,15.4,-28
882,1,28/06/2022,1,UK344097508218,31/05/2022,UK344097508218,7.5,16.5,10.733333333,13.266666667,3.7166666667,11.883333333,8.4,24,24,15.6,-28
898,2,06/07/2022,1,UK344097707646,08/06/2022,UK344097707646,11.05,12.95,10.75,13.25,4.65,17.266666667,2.0833333333,24,24,21.916666667,-28
990,3,15/06/2022,1,UK344097406705,18/05/2022,UK344097406705,13.833333333,9.1666666667,9.1166666667,13.883333333,7.4666666667,13.7,1.8333333333,23,23,21.166666667,-28
1622,3,08/07/2022,1,UK344097106877,10/06/2022,UK344097106877,11.566666667,12.433333333,10.466666667,13.533333333,4.25,15.3,4.4666666667,24,24,19.55,-28
8262,4,03/07/2022,1,DE001267448262,05/06/2022,DE001267448262,12.75,11.25,10.1,13.9,5.9333333333,17,1.0666666667,24,24,22.933333333,-28
8524,1,08/07/2022,1,UK344097308524,10/06/2022,UK344097308524,11.983333333,12.016666667,8.7833333333,15.216666667,4.3,16.95,2.75,24,24,21.25,-28
11,4,04/07/2022,1,UK344097506083,07/06/2022,UK344097506083,9.2833333333,14.716666667,11.316666667,12.683333333,3.5833333333,13.7,6.7166666667,24,24,17.283333333,-27
40,2,04/07/2022,1,UK344097407685,07/06/2022,UK344097407685,13.916666667,10.083333333,10.983333333,13.016666667,4.15,16.066666667,3.7833333333,24,24,20.216666667,-27
81,4,24/06/2022,1,UK344097205940,28/05/2022,UK344097205940,14.316666667,9.6833333333,11.3,12.7,4.85,13.366666667,5.7833333333,24,24,18.216666667,-27
88,1,15/06/2022,1,UK344097608471,19/05/2022,UK344097608471,16.116666667,7.8833333333,10.366666667,13.633333333,6.35,14.566666667,3.0833333333,24,24,20.916666667,-27
92,3,06/07/2022,1,UK344097607092,09/06/2022,UK344097607092,12.633333333,11.366666667,10.183333333,13.816666667,6.5166666667,13.166666667,4.3166666667,24,24,19.683333333,-27
129,1,23/06/2022,1,UK344097108354,27/05/2022,UK344097108354,8.7333333333,15.266666667,10.816666667,13.183333333,4.7666666667,13.216666667,6.0166666667,24,24,17.983333333,-27
136,1,19/06/2022,1,UK344097708248,23/05/2022,UK344097708248,8.4666666667,15.533333333,10.516666667,13.483333333,3.7166666667,15.983333333,4.3166666667,24,24,19.7,-27
144,1,14/06/2022,1,UK344097508344,18/05/2022,UK344097508344,9.4,13.6,8.6166666667,14.383333333,5.65,11.683333333,5.6833333333,23,23,17.333333333,-27
153,2,03/07/2022,1,UK344097307803,06/06/2022,UK344097307803,11.666666667,12.333333333,9.1833333333,14.816666667,6.25,13.533333333,4.2166666667,24,24,19.783333333,-27
154,6,20/06/2022,1,UK344097604558,24/05/2022,UK344097604558,11.083333333,12.916666667,8.45,15.55,3.1333333333,13.65,7.2166666667,24,24,16.783333333,-27
182,1,22/06/2022,1,UK344097308538,26/05/2022,UK344097308538,10.7,13.3,11.483333333,12.516666667,4.35,16.033333333,3.6166666667,24,24,20.383333333,-27
201,1,20/06/2022,1,UK344097408511,24/05/2022,UK344097408511,9.2166666667,14.783333333,10.4,13.6,6.05,10.4,7.55,24,24,16.45,-27
202,4,16/06/2022,1,UK344097505775,20/05/2022,UK344097505775,15.183333333,8.8166666667,10.266666667,13.733333333,6.5,17.233333333,0.2666666667,24,24,23.733333333,-27
295,5,24/06/2022,1,UK344097105169,28/05/2022,UK344097105169,7.3666666667,16.633333333,11.133333333,12.866666667,4.15,14.816666667,5.0333333333,24,24,18.966666667,-27
333,2,27/06/2022,1,UK344097307558,31/05/2022,UK344097307558,9.8833333333,14.116666667,10.7,13.3,5.0166666667,17.033333333,1.95,24,24,22.05,-27
423,3,24/06/2022,1,UK344097706666,28/05/2022,UK344097706666,9.9166666667,14.083333333,10.583333333,13.416666667,5.05,12.3,6.6333333333,24,24,17.35,-27
440,1,01/07/2022,1,UK344097508484,04/06/2022,UK344097508484,8.6333333333,15.366666667,9.35,14.65,3.6166666667,12.716666667,7.6666666667,24,24,16.333333333,-27
459,3,15/06/2022,1,UK344097706918,19/05/2022,UK344097706918,10.616666667,13.383333333,9.7833333333,14.216666667,4.7833333333,13.95,5.2666666667,24,24,18.733333333,-27
542,8,24/06/2022,1,UK344097403338,28/05/2022,UK344097403338,10.683333333,13.316666667,10.283333333,13.716666667,6.35,11.5,6.1666666667,24,24,17.85,-27
561,1,30/06/2022,1,UK344097108340,03/06/2022,UK344097108340,6.0666666667,17.933333333,11.816666667,12.183333333,2.6166666667,18.9,2.4833333333,24,24,21.516666667,-27
590,2,16/06/2022,1,UK344097707296,20/05/2022,UK344097707296,11.866666667,12.133333333,10.483333333,13.516666667,4.7,16.6,2.7,24,24,21.3,-27
593,3,23/06/2022,1,UK344097406985,27/05/2022,UK344097406985,8.8833333333,15.116666667,10.6,13.4,3.8,16.116666667,4.0666666667,24,24,19.916666667,-27
654,5,30/06/2022,1,DE001265359399,03/06/2022,DE001265359399,13.083333333,10.916666667,8.5666666667,15.433333333,8.1333333333,12.733333333,3.1166666667,24,24,20.866666667,-27
758,4,27/06/2022,1,UK344097405669,31/05/2022,UK344097405669,12.483333333,11.516666667,9.4833333333,14.516666667,6.0333333333,14.383333333,3.5833333333,24,24,20.416666667,-27
822,2,01/07/2022,1,UK344097707695,04/06/2022,UK344097707695,9.3666666667,14.633333333,11.633333333,12.366666667,3.8666666667,12.9,7.2333333333,24,24,16.766666667,-27
882,1,28/06/2022,1,UK344097508218,01/06/2022,UK344097508218,8.4166666667,15.583333333,10.416666667,13.583333333,4.7333333333,11.966666667,7.3,24,24,16.7,-27
898,2,06/07/2022,1,UK344097707646,09/06/2022,UK344097707646,11.333333333,12.666666667,10.583333333,13.416666667,4.8,17.716666667,1.4833333333,24,24,22.516666667,-27
990,3,15/06/2022,1,UK344097406705,19/05/2022,UK344097406705,13.683333333,10.316666667,8.1333333333,15.866666667,8.1333333333,12.7,3.1666666667,24,24,20.833333333,-27
1622,3,08/07/2022,1,UK344097106877,11/06/2022,UK344097106877,15.25,8.75,9.9833333333,14.016666667,6.3833333333,13.716666667,3.9,24,24,20.1,-27
8262,4,03/07/2022,1,DE001267448262,06/06/2022,DE001267448262,7.9333333333,16.066666667,7.8166666667,16.183333333,4.6833333333,16.433333333,2.8833333333,24,24,21.116666667,-27
8524,1,08/07/2022,1,UK344097308524,11/06/2022,UK344097308524,11.583333333,12.416666667,8.8,15.2,6,14.883333333,3.1166666667,24,24,20.883333333,-27
11,4,04/07/2022,1,UK344097506083,08/06/2022,UK344097506083,11.783333333,12.216666667,10.6,13.4,5.6,12.45,5.95,24,24,18.05,-26
40,2,04/07/2022,1,UK344097407685,08/06/2022,UK344097407685,15.483333333,8.5166666667,11.15,12.85,5.25,15.1,3.65,24,24,20.35,-26
81,4,24/06/2022,1,UK344097205940,29/05/2022,UK344097205940,12.483333333,11.516666667,10.933333333,13.066666667,4.5166666667,14.683333333,4.8,24,24,19.2,-26
88,1,15/06/2022,1,UK344097608471,20/05/2022,UK344097608471,15.283333333,8.7166666667,9.6166666667,14.383333333,7.0166666667,13.716666667,3.2666666667,24,24,20.733333333,-26
92,3,06/07/2022,1,UK344097607092,10/06/2022,UK344097607092,12.2,11.8,9.9333333333,14.066666667,5.75,13.183333333,5.0666666667,24,24,18.933333333,-26
129,1,23/06/2022,1,UK344097108354,28/05/2022,UK344097108354,8.75,15.25,11.3,12.7,4.6333333333,12.733333333,6.6333333333,24,24,17.366666667,-26
136,1,19/06/2022,1,UK344097708248,24/05/2022,UK344097708248,11.266666667,12.733333333,10.1,13.9,5.4833333333,14.916666667,3.6,24,24,20.4,-26
144,1,14/06/2022,1,UK344097508344,19/05/2022,UK344097508344,10.6,13.4,8.1333333333,15.866666667,6.0166666667,10.2,7.7833333333,24,24,16.216666667,-26
153,2,03/07/2022,1,UK344097307803,07/06/2022,UK344097307803,10.5,13.5,8.2333333333,15.766666667,5.4333333333,12.066666667,6.5166666667,24,24,17.5,-26
154,6,20/06/2022,1,UK344097604558,25/05/2022,UK344097604558,12.75,11.25,9.05,14.95,5.1666666667,10.65,8.2,24,24,15.816666667,-26
182,1,22/06/2022,1,UK344097308538,27/05/2022,UK344097308538,10.116666667,13.883333333,10.666666667,13.333333333,5,15.966666667,3.0333333333,24,24,20.966666667,-26
201,1,20/06/2022,1,UK344097408511,25/05/2022,UK344097408511,9.2833333333,14.716666667,10.133333333,13.866666667,5.2833333333,10.666666667,8.05,24,24,15.95,-26
202,4,16/06/2022,1,UK344097505775,21/05/2022,UK344097505775,15,9,10.833333333,13.166666667,6.5333333333,17.383333333,0.0833333333,24,24,23.916666667,-26
295,5,24/06/2022,1,UK344097105169,29/05/2022,UK344097105169,6.2333333333,17.766666667,11.666666667,12.333333333,4.0333333333,17.333333333,2.6333333333,24,24,21.366666667,-26
333,2,27/06/2022,1,UK344097307558,01/06/2022,UK344097307558,9.2833333333,14.716666667,10.25,13.75,5.0666666667,17.083333333,1.85,24,24,22.15,-26
423,3,24/06/2022,1,UK344097706666,29/05/2022,UK344097706666,8.3333333333,15.666666667,11.183333333,12.816666667,3.7666666667,13.383333333,6.8333333333,24,24,17.15,-26
440,1,01/07/2022,1,UK344097508484,05/06/2022,UK344097508484,9.3,14.7,11.566666667,12.433333333,3.1666666667,16.55,4.2833333333,24,24,19.716666667,-26
459,3,15/06/2022,1,UK344097706918,20/05/2022,UK344097706918,12.333333333,11.666666667,11.283333333,12.716666667,4.6833333333,14.266666667,5.05,24,24,18.95,-26
542,8,24/06/2022,1,UK344097403338,29/05/2022,UK344097403338,9.9666666667,14.033333333,10.55,13.45,5.9166666667,12.166666667,5.9,24,24,18.083333333,-26
561,1,30/06/2022,1,UK344097108340,04/06/2022,UK344097108340,6.9833333333,17.016666667,10.933333333,13.066666667,4.2333333333,16.55,3.2333333333,24,24,20.783333333,-26
590,2,16/06/2022,1,UK344097707296,21/05/2022,UK344097707296,11.55,12.45,9.4333333333,14.566666667,4.7666666667,15.266666667,3.9666666667,24,24,20.033333333,-26
593,3,23/06/2022,1,UK344097406985,28/05/2022,UK344097406985,8.3666666667,15.633333333,10.983333333,13.016666667,4.4,15.283333333,4.3166666667,24,24,19.683333333,-26
654,5,30/06/2022,1,DE001265359399,04/06/2022,DE001265359399,14.283333333,9.7166666667,8.9833333333,15.016666667,8.2,13.033333333,2.75,24,24,21.233333333,-26
758,4,27/06/2022,1,UK344097405669,01/06/2022,UK344097405669,9.5166666667,14.483333333,8.5333333333,15.466666667,5,15.55,3.45,24,24,20.55,-26
822,2,01/07/2022,1,UK344097707695,05/06/2022,UK344097707695,9.8166666667,14.183333333,10.433333333,13.566666667,4.4666666667,12.766666667,6.7666666667,24,24,17.233333333,-26
882,1,28/06/2022,1,UK344097508218,02/06/2022,UK344097508218,7.25,16.75,10.05,13.95,3.4666666667,12.25,8.2833333333,24,24,15.716666667,-26
898,2,06/07/2022,1,UK344097707646,10/06/2022,UK344097707646,10.266666667,13.733333333,10.733333333,13.266666667,3.2666666667,18.8,1.9333333333,24,24,22.066666667,-26
977,2,13/06/2022,1,UK344097607491,18/05/2022,UK344097607491,10.533333333,12.466666667,9.0333333333,13.966666667,4.6833333333,12.166666667,6.15,23,23,16.85,-26
990,3,15/06/2022,1,UK344097406705,20/05/2022,UK344097406705,15.033333333,8.9666666667,8.25,15.75,9.1333333333,13.1,1.7666666667,24,24,22.233333333,-26
1622,3,08/07/2022,1,UK344097106877,12/06/2022,UK344097106877,14.466666667,9.5333333333,9.2833333333,14.716666667,6.2833333333,13.383333333,4.35,24,24,19.666666667,-26
8262,4,03/07/2022,1,DE001267448262,07/06/2022,DE001267448262,6.85,17.15,11.266666667,12.733333333,3.6666666667,19.566666667,0.7666666667,24,24,23.233333333,-26
8524,1,08/07/2022,1,UK344097308524,12/06/2022,UK344097308524,15.5,8.5,10.616666667,13.383333333,6.9333333333,16.433333333,0.6333333333,24,24,23.366666667,-26
11,4,04/07/2022,1,UK344097506083,09/06/2022,UK344097506083,12.45,11.55,10.483333333,13.516666667,6.0333333333,12.766666667,5.2,24,24,18.8,-25
40,2,04/07/2022,1,UK344097407685,09/06/2022,UK344097407685,15.566666667,8.4333333333,12.116666667,11.883333333,4.4666666667,17.45,2.0833333333,24,24,21.916666667,-25
81,4,24/06/2022,1,UK344097205940,30/05/2022,UK344097205940,14.883333333,9.1166666667,12.366666667,11.633333333,4.4333333333,14.95,4.6166666667,24,24,19.383333333,-25
88,1,15/06/2022,1,UK344097608471,21/05/2022,UK344097608471,16.866666667,7.1333333333,11.183333333,12.816666667,5.95,14.916666667,3.1333333333,24,24,20.866666667,-25
92,3,06/07/2022,1,UK344097607092,11/06/2022,UK344097607092,9.7,14.3,10.966666667,13.033333333,4.1333333333,14.633333333,5.2333333333,24,24,18.766666667,-25
129,1,23/06/2022,1,UK344097108354,29/05/2022,UK344097108354,10.366666667,13.633333333,11.3,12.7,4.75,12.633333333,6.6166666667,24,24,17.383333333,-25
136,1,19/06/2022,1,UK344097708248,25/05/2022,UK344097708248,10.333333333,13.666666667,8.25,15.75,6.4833333333,11.7,5.8166666667,24,24,18.183333333,-25
144,1,14/06/2022,1,UK344097508344,20/05/2022,UK344097508344,12.766666667,11.233333333,9.55,14.45,6.7,11.883333333,5.4166666667,24,24,18.583333333,-25
153,2,03/07/2022,1,UK344097307803,08/06/2022,UK344097307803,13.366666667,10.633333333,10.416666667,13.583333333,5.55,12.466666667,5.9833333333,24,24,18.016666667,-25
154,6,20/06/2022,1,UK344097604558,26/05/2022,UK344097604558,13.016666667,10.983333333,9.2333333333,14.766666667,4.6333333333,13.916666667,5.45,24,24,18.55,-25
182,1,22/06/2022,1,UK344097308538,28/05/2022,UK344097308538,11.2,12.8,11.5,12.5,4.4833333333,16.55,2.9666666667,24,24,21.033333333,-25
201,1,20/06/2022,1,UK344097408511,26/05/2022,UK344097408511,9.85,14.15,11.416666667,12.583333333,5.65,11.916666667,6.4333333333,24,24,17.566666667,-25
202,4,16/06/2022,1,UK344097505775,22/05/2022,UK344097505775,15.45,8.55,9.55,14.45,7.2666666667,16.4,0.3333333333,24,24,23.666666667,-25
295,5,24/06/2022,1,UK344097105169,30/05/2022,UK344097105169,5.1166666667,18.883333333,10.716666667,13.283333333,3.7333333333,17.633333333,2.6333333333,24,24,21.366666667,-25
333,2,27/06/2022,1,UK344097307558,02/06/2022,UK344097307558,12.816666667,11.183333333,10.1,13.9,6.8666666667,15.666666667,1.4666666667,24,24,22.533333333,-25
423,3,24/06/2022,1,UK344097706666,30/05/2022,UK344097706666,9.25,14.75,11.25,12.75,3.7333333333,14.166666667,6.1,24,24,17.9,-25
440,1,01/07/2022,1,UK344097508484,06/06/2022,UK344097508484,9.5333333333,14.466666667,8.0166666667,15.983333333,5.8,14.383333333,3.8166666667,24,24,20.183333333,-25
459,3,15/06/2022,1,UK344097706918,21/05/2022,UK344097706918,9.75,14.25,10.966666667,13.033333333,4.5,14.116666667,5.3833333333,24,24,18.616666667,-25
542,8,24/06/2022,1,UK344097403338,30/05/2022,UK344097403338,9.7833333333,14.216666667,11.733333333,12.266666667,5.4166666667,13.033333333,5.55,24,24,18.45,-25
561,1,30/06/2022,1,UK344097108340,05/06/2022,UK344097108340,8.15,15.85,11.7,12.3,3.85,17.683333333,2.45,24,24,21.533333333,-25
590,2,16/06/2022,1,UK344097707296,22/05/2022,UK344097707296,13.7,10.3,10.366666667,13.633333333,4.9333333333,15.016666667,4.05,24,24,19.95,-25
593,3,23/06/2022,1,UK344097406985,29/05/2022,UK344097406985,10.216666667,13.783333333,9.7166666667,14.283333333,5.85,13.716666667,4.4333333333,24,24,19.566666667,-25
654,5,30/06/2022,1,DE001265359399,05/06/2022,DE001265359399,12.033333333,11.966666667,9.1,14.9,6.6166666667,14,3.3833333333,24,24,20.616666667,-25
758,4,27/06/2022,1,UK344097405669,02/06/2022,UK344097405669,10.35,13.65,9.4166666667,14.583333333,4.8833333333,15.633333333,3.4833333333,24,24,20.516666667,-25
822,2,01/07/2022,1,UK344097707695,06/06/2022,UK344097707695,9.4333333333,14.566666667,9.8833333333,14.116666667,3.7333333333,13.483333333,6.7833333333,24,24,17.216666667,-25
882,1,28/06/2022,1,UK344097508218,03/06/2022,UK344097508218,6.0166666667,17.983333333,11.016666667,12.983333333,3.6666666667,14.383333333,5.95,24,24,18.05,-25
898,2,06/07/2022,1,UK344097707646,11/06/2022,UK344097707646,12.1,11.9,10.15,13.85,5.7333333333,16.033333333,2.2333333333,24,24,21.766666667,-25
