cowID,expday,exp_date,calving_date,est_calving_date,milksampling_date,my,faty,cpy,fatp,cpp,scc,sampling_date,milk_bhb,milk_cort,milk_crp,milk_hap,milk_sp,diagnosis_date,cm,da,v_temp,bcs,dys,lameness,ms_date,metriscore,pvd,animal,lie,stand,ruminate,inactive,active,highActive
115,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,IE351216441135 135,394,206,272,157,359,84
135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,IE211310042138 138,634,806,636,282,1037,121
138,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,IE151007751154 154,604,476,400,336,744,0
154,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,0,09/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
